,name,ratings,review_count,ctype,years,hq,employees
7130,Clean Science An...,3.4,(86 Reviews),Private,17 years old,Pune + 3 more,501-1k Employees (India)
7131,Wingtech Mobile ...,4.1,(86 Reviews),Tirupati + 1 more,,51-200 Employees (India),
7132,G10X,4.7,(86 Reviews),Private,5 years old,"Singapore,Telangana + 2 more",201-500 Employees (India)
7133,InsuranceDekho,3.5,(86 Reviews),Gurgaon/Gurugram + 12 more,,,
7134,Virtual Oplossin...,4.8,(86 Reviews),Private,51-200 Employees (India),9 years old,
7135,Delhi Institute ...,4.3,(86 Reviews),Private,9 years old,New Delhi + 4 more,51-200 Employees (India)
7136,Paytm Money,3.9,(86 Reviews),Public,6 years old,"Noida,Uttar Pradesh + 16 more",11-50 Employees (India)
7137,TVS Automobiles ...,4,(86 Reviews),"Madurai,tamil Nadu + 19 more",,12 years old,
7138,PS Group,4.1,(85 Reviews),Private,38 years old,"Kolkata,West Bengal + 5 more",201-500 Employees (India)
7139,IND-SPHINX PRECI...,3.4,(85 Reviews),Parwanoo,51-200 Employees (India),36 years old,
7140,Avon Beauty Prod...,3.9,(85 Reviews),Private,137 years old,Northampton + 15 more,501-1k Employees (India)
7141,Prayag Polymers,3.9,(85 Reviews),Private,37 years old,"Delhi/NCR,Delhi + 13 more",201-500 Employees (India)
7142,Khansaheb Civil ...,4.7,(85 Reviews),Private,88 years old,Dubai + 7 more,1k-5k Employees (India)
7143,Ashland,4.3,(85 Reviews),Private,99 years old,Wilimington + 7 more,501-1k Employees (India)
7144,Government Polyt...,4.4,(85 Reviews),Private,41 years old,Udhagamandalam + 43 more,51-200 Employees (India)
7145,Grb Dairy Foods,3.8,(85 Reviews),Bengaluru + 11 more,201-500 Employees (India),39 years old,
7146,S.k Educations,4,(85 Reviews),Private,24 years old,"Delhi/NCR,New Delhi + 12 more",51-200 Employees (India)
7147,AccSource KPO,4.1,(85 Reviews),Private,15 years old,Sydney,51-200 Employees (India)
7148,Jse Engineering,3.7,(85 Reviews),Private,18 years old,Chennai + 5 more,11-50 Employees (India)
7149,Fairfield Inn by...,4.2,(85 Reviews),Bengaluru/Bangalore + 15 more,,,
7150,Ready Roti,3.7,(85 Reviews),"New Delhi,Delhi + 8 more",201-500 Employees (India),30 years old,
7151,R M Chemicals,4.4,(85 Reviews),Private,28 years old,"Chandigarh,Chandigarh + 3 more",201-500 Employees (India)
7152,Veoneer India,3.9,(85 Reviews),Private,5 years old,Stockholm + 2 more,501-1k Employees (India)
7153,Magic EdTech,3.5,(85 Reviews),"New York,New York + 2 more",501-1k Employees (India),33 years old,
7154,M Square Media,4.1,(85 Reviews),Ahmedabad + 11 more,,,
7155,Greytrix,4,(85 Reviews),Private,23 years old,"Mumbai,Maharashtra",51-200 Employees (India)
7156,CAMP Systems,4.1,(85 Reviews),Private,55 years old,Merrimack + 4 more,201-500 Employees (India)
7157,PS Group,4.1,(85 Reviews),Private,38 years old,"Kolkata,West Bengal + 5 more",201-500 Employees (India)
7158,MAT Brakes,4,(85 Reviews),Private,1k-5k Employees (India),New Delhi + 4 more,
7159,KDDL,4,(85 Reviews),Public,42 years old,"Chandigarh,Chandigarh + 5 more",501-1k Employees (India)
7160,Quatrro Mortgage...,3.1,(85 Reviews),Private,17 years old,Marietta + 2 more,51-200 Employees (India)
7161,Icomm Tele,3.6,(85 Reviews),Private,34 years old,Hyderabad + 10 more,1k-5k Employees (India)
7162,Techolution,3.9,(85 Reviews),Private,8 years old,"New York,New York",201-500 Employees (India)
7163,Awfis,4.1,(85 Reviews),Private,8 years old,"Delhi,NCT + 11 more",501-1k Employees (India)
7164,Indo-Tibetan Bor...,4.5,(85 Reviews),Private,61 years old,New Delhi + 19 more,
7165,QUTONE CERAMIC,3.7,(85 Reviews),Private,15 years old,"Ahmedabad,Gujarat + 18 more",51-200 Employees (India)
7166,P N Gadgil Jewel...,4.4,(85 Reviews),Private,191 years old,Pune + 17 more,1k-5k Employees (India)
7167,Swami Rama Himal...,3.8,(85 Reviews),Private,11 years old,"Dehradun,Uttarakhand + 6 more",1k-5k Employees (India)
7168,Sigachi Industri...,3.6,(85 Reviews),Hyderabad + 5 more,51-200 Employees (India),34 years old,
7169,Indus Health Plu...,3.4,(85 Reviews),Private,23 years old,"Pune,Maharashtra + 12 more",201-500 Employees (India)
7170,Finolex Plasson ...,4.2,(85 Reviews),Private,31 years old,Pune + 34 more,501-1k Employees (India)
7171,Data Marshall,4,(85 Reviews),Private,21 years old,"Hyderabad/Secunderabad,Telangana",51-200 Employees (India)
7172,Pai Internationa...,4.5,(85 Reviews),Private,23 years old,"Bangalore/Bengaluru,Karnataka + 11 more",501-1k Employees (India)
7173,Gemini Edibles &...,4.2,(85 Reviews),Private,13 years old,"Hyderabad,Telangana + 7 more",501-1k Employees (India)
7174,Som Distilleries...,3.9,(85 Reviews),Private,37 years old,Bhopal + 14 more,501-1k Employees (India)
7175,Diversey,4.2,(85 Reviews),"Fort Mill,South Carolina + 20 more",51-200 Employees (India),100 years old,
7176,Indo Schottle Au...,3.4,(85 Reviews),Pune + 2 more,501-1k Employees (India),37 years old,
7177,Marc Laboratorie...,3.4,(85 Reviews),Public,37 years old,"Lucknow,Uttar Pradesh + 16 more",1k-5k Employees (India)
7178,Panchshil Realty,4.4,(85 Reviews),Private,21 years old,"Pune,Maharashtra + 1 more",201-500 Employees (India)
7179,Century Rayon,4,(85 Reviews),Private,71 years old,"Mumbai,Maharashtra + 4 more",201-500 Employees (India)
7180,Emmennar Pharma,4.2,(85 Reviews),Hyderabad + 8 more,51-200 Employees (India),18 years old,
7181,Metec Design & C...,3.4,(85 Reviews),Chennai + 4 more,501-1k Employees (India),21 years old,
7182,Glatt Systems,3.8,(85 Reviews),Private,69 years old,Baden-Württemberg,51-200 Employees (India)
7183,Amagi Media Labs,3.9,(85 Reviews),Private,15 years old,"Bangalore/Bengaluru,Karnataka + 2 more",201-500 Employees (India)
7184,Multitex Filtrat...,3.6,(85 Reviews),New Delhi + 1 more,51-200 Employees (India),47 years old,
7185,Abu Dhabi Oil Re...,4.5,(85 Reviews),Abu Dhabi + 2 more,,,
7186,Chili's Grill & ...,4.4,(85 Reviews),Dallas + 12 more,11-50 Employees (India),48 years old,
7187,Bgs Global Hospi...,4,(85 Reviews),Private,24 years old,Bengaluru,201-500 Employees (India)
7188,Home-revise Educ...,3.1,(85 Reviews),Private,21 years old,"Thane,Maharashtra + 13 more",201-500 Employees (India)
7189,Neverskip,3.9,(85 Reviews),Private,15 years old,Chennai + 16 more,51-200 Employees (India)
7190,Akshara Enterpri...,3.6,(85 Reviews),Hyderabad + 14 more,51-200 Employees (India),15 years old,
7191,RAKBANK,3.6,(85 Reviews),Public,47 years old,"Ras Al Khaimah,Ras Al Khaimah + 4 more",1k-5k Employees (Global)
7192,Viraj Projects,3.5,(85 Reviews),Private,22 years old,Pune + 7 more,51-200 Employees (India)
7193,20 Microns,3.9,(85 Reviews),Public,36 years old,Vadodara + 6 more,201-500 Employees (India)
7194,East African (I)...,3,(85 Reviews),Private,43 years old,Dehradun + 2 more,201-500 Employees (India)
7195,Numero Uno Cloth...,3.8,(85 Reviews),Private,36 years old,Gurugram + 21 more,501-1k Employees (India)
7196,Veritaz Healthca...,4,(85 Reviews),Private,18 years old,Hyderabad + 23 more,201-500 Employees (India)
7197,CLP India,4.2,(85 Reviews),Private,21 years old,"Mumbai,Maharashtra + 9 more",201-500 Employees (India)
7198,KHD Humboldt Wed...,4.3,(85 Reviews),Private,47 years old,"Delhi/NCR,Delhi + 1 more",51-200 Employees (India)
7199,Marc Laboratorie...,3.4,(85 Reviews),Public,37 years old,"Lucknow,Uttar Pradesh + 16 more",1k-5k Employees (India)
7200,Multitex Filtrat...,3.6,(85 Reviews),New Delhi + 1 more,51-200 Employees (India),47 years old,
7201,Abu Dhabi Oil Re...,4.5,(85 Reviews),Abu Dhabi + 2 more,,,
7202,Kamlesh Kumar Si...,4.2,(85 Reviews),Private,34 years old,Panipat + 18 more,5k-10k Employees (Global)
7203,Glatt Systems,3.8,(85 Reviews),Private,69 years old,Baden-Württemberg,51-200 Employees (India)
7204,Metec Design & C...,3.4,(85 Reviews),Chennai + 4 more,501-1k Employees (India),21 years old,
7205,QUTONE CERAMIC,3.7,(85 Reviews),Private,15 years old,"Ahmedabad,Gujarat + 18 more",51-200 Employees (India)
7206,Fairfield Inn by...,4.2,(85 Reviews),Bengaluru/Bangalore + 15 more,,,
7207,Airproducts,4,(85 Reviews),Public,83 years old,"Trexlertown,PA + 3 more",501-1k Employees (India)
7208,MASAI School,4.3,(85 Reviews),Private,4 years old,"Bangalore,Karnataka + 1 more",201-500 Employees (India)
7209,The Hi-tech Robo...,3.8,(85 Reviews),Private,19 years old,"Gurgaon/Gurugram,Haryana + 3 more",501-1k Employees (India)
7210,AGILE AIRPORT SE...,4.1,(85 Reviews),New Delhi + 22 more,,,
7211,Rosmerta Safety ...,2.5,(85 Reviews),Gurgaon/Gurugram + 19 more,,,
7212,NEC Software Sol...,4,(85 Reviews),Mumbai + 3 more,,501-1k Employees (India),
7213,Eastern Book Com...,3.4,(84 Reviews),Private,81 years old,Lucknow + 8 more,51-200 Employees (India)
7214,Mangal Industrie...,4,(84 Reviews),Private,33 years old,Hyderabad + 8 more,501-1k Employees (India)
7215,Dr. Amin Control...,3.8,(84 Reviews),Mumbai + 15 more,51-200 Employees (India),48 years old,
7216,KapitalTech,4.2,(84 Reviews),Public,9 years old,"Mumbai,Maharashtra + 28 more",201-500 Employees (India)
7217,Meenakshi Missio...,4.4,(84 Reviews),Private,33 years old,Madurai + 4 more,1k-5k Employees (India)
7218,Ronch Polymers,3.4,(84 Reviews),Mumbai + 4 more,51-200 Employees (India),28 years old,
7219,Somika Sarl,4.4,(84 Reviews),Kinshasa + 3 more,,22 years old,
7220,MRCC Solutions,3.5,(84 Reviews),Thane + 5 more,501-1k Employees (India),27 years old,
7221,Nifco India,3.8,(84 Reviews),Hikarinooka + 4 more,51-200 Employees (India),13 years old,
7222,Rajagiri Hospita...,4.5,(84 Reviews),Kochi + 2 more,201-500 Employees (India),9 years old,
7223,Uttam Toyota,4.3,(84 Reviews),Private,23 years old,"Ghaziabad,Uttar Pradesh + 4 more",501-1k Employees (India)
7224,Mawana Sugars,4.4,(84 Reviews),Public,62 years old,"Gurgaon/Gurugram,Haryana + 5 more",1k-5k Employees (India)
7225,Bhima Jewellers,4.1,(84 Reviews),Private,98 years old,"Trivandrum/Thiruvananthapuram,Kerala + 17 more",501-1k Employees (India)
7226,Servotech Power ...,3.3,(84 Reviews),Public,29 years old,"Delhi/NCR,Delhi + 4 more",51-200 Employees (India)
7227,SCON Projects,4.4,(84 Reviews),Private,16 years old,Pune + 7 more,51-200 Employees (India)
7228,SysArc Infomatix,3.7,(84 Reviews),Private,26 years old,"Chennai,Tamil Nadu + 3 more",11-50 Employees (India)
7229,PGIMER,4.1,(84 Reviews),Private,60 years old,"Chandigarh,Chandigarh + 3 more",5k-10k Employees (Global)
7230,Systech Solution...,3.9,(84 Reviews),Private,30 years old,"Glendale,California + 6 more",51-200 Employees (India)
7231,Hindustan Colas,3.6,(84 Reviews),Private,27 years old,"Mumbai,Maharashtra + 13 more",201-500 Employees (India)
7232,Grazitti Interac...,3.9,(84 Reviews),Private,15 years old,"Panchkula,Haryana + 2 more",1k-5k Employees (India)
7233,Jaypee Brothers ...,3.1,(84 Reviews),Private,54 years old,"Delhi/NCR,Delhi + 8 more",501-1k Employees (India)
7234,Ginger Webs,2.9,(84 Reviews),Private,15 years old,"Noida,Uttar Pradesh + 9 more",201-500 Employees (India)
7235,Opulentus Overse...,2.9,(84 Reviews),Private,22 years old,Hyderabad + 8 more,201-500 Employees (India)
7236,ARC Document Sol...,3.4,(84 Reviews),Private,35 years old,San Ramon + 1 more,201-500 Employees (India)
7237,Junglee Games,3.9,(84 Reviews),Private,11 years old,"Delhi,NCT + 4 more",201-500 Employees (India)
7238,Rays Power Infra,4.1,(84 Reviews),Private,12 years old,"Jaipur,Rajasthan + 7 more",201-500 Employees (India)
7239,Aditya Birla Che...,3.7,(84 Reviews),Public,39 years old,Mumbai + 14 more,201-500 Employees (India)
7240,Manav Rachna Int...,3.9,(84 Reviews),Faridabad + 2 more,501-1k Employees (India),26 years old,
7241,Mangal Industrie...,4,(84 Reviews),Private,33 years old,Hyderabad + 8 more,501-1k Employees (India)
7242,Nifco India,3.8,(84 Reviews),Hikarinooka + 4 more,51-200 Employees (India),13 years old,
7243,Rajagiri Hospita...,4.5,(84 Reviews),Kochi + 2 more,201-500 Employees (India),9 years old,
7244,Uttam Toyota,4.3,(84 Reviews),Private,23 years old,"Ghaziabad,Uttar Pradesh + 4 more",501-1k Employees (India)
7245,SysArc Infomatix,3.7,(84 Reviews),Private,26 years old,"Chennai,Tamil Nadu + 3 more",11-50 Employees (India)
7246,Govind Milk & Mi...,4.5,(84 Reviews),Private,27 years old,Satara + 10 more,51-200 Employees (India)
7247,Kerakoll,4.3,(84 Reviews),Private,55 years old,Sassuolo + 22 more,51-200 Employees (India)
7248,Metro Shoes,4.5,(84 Reviews),Private,76 years old,Mumbai + 22 more,1k-5k Employees (Global)
7249,Mawana Sugars,4.4,(84 Reviews),Public,62 years old,"Gurgaon/Gurugram,Haryana + 5 more",1k-5k Employees (India)
7250,Dhanlaxmi Bank,4,(84 Reviews),Public,96 years old,"Thrissur/Trichur,Kerala + 26 more",1k-5k Employees (India)
7251,Zigma Technologi...,3.7,(84 Reviews),Private,19 years old,Chennai + 13 more,51-200 Employees (India)
7252,Fabtech Technolo...,3.8,(84 Reviews),Private,24 years old,Mumbai + 4 more,201-500 Employees (India)
7253,GTN Engineering,4.1,(84 Reviews),Public,33 years old,Tirupur + 9 more,201-500 Employees (India)
7254,SS Construction,4.2,(84 Reviews),Private,45 years old,Chandigarh + 20 more,51-200 Employees (India)
7255,PSG Hospitals,4.2,(84 Reviews),Tamil Nadu + 2 more,11-50 Employees (India),97 years old,
7256,Ambit Software,4.6,(84 Reviews),Private,17 years old,"Pune,Maharashtra + 1 more",51-200 Employees (India)
7257,Centillion Solut...,3.9,(84 Reviews),Bengaluru + 27 more,51-200 Employees (India),17 years old,
7258,Antraweb Technol...,4.2,(84 Reviews),Private,31 years old,Mumbai + 2 more,201-500 Employees (India)
7259,Metro Shoes,4.5,(84 Reviews),Private,76 years old,Mumbai + 22 more,1k-5k Employees (Global)
7260,Kemwell Biopharm...,3.9,(84 Reviews),Private,43 years old,"Bangalore/Bengaluru,Karnataka + 1 more",1k-5k Employees (India)
7261,Excelity Global,4.1,(84 Reviews),Singapore + 5 more,501-1k Employees (India),26 years old,
7262,Velammal Educati...,3.5,(84 Reviews),Chennai + 7 more,10k-50k Employees (India),37 years old,
7263,INDOASIAN,4.2,(84 Reviews),Private,65 years old,"Noida,Uttar Pradesh + 18 more",1k-5k Employees (Global)
7264,PSRI Hospital,3.7,(84 Reviews),Private,27 years old,"Delhi/NCR,Delhi",501-1k Employees (Global)
7265,Patel Motors,4,(84 Reviews),Private,30 years old,Indore + 3 more,11-50 Employees (India)
7266,Dai Ichi,3.3,(84 Reviews),Public,63 years old,"Mumbai,Maharashtra + 8 more",501-1k Employees (India)
7267,Gleeds Hoolooman...,3.8,(84 Reviews),Private,19 years old,London + 11 more,201-500 Employees (India)
7268,Manav Rachna Int...,3.9,(84 Reviews),Faridabad + 2 more,501-1k Employees (India),26 years old,
7269,Cyient DLM,3.7,(84 Reviews),Hyderabad + 5 more,10k+ Employees (Global),32 years old,
7270,Eicher Engineeri...,3.9,(84 Reviews),Private,31 years old,"Dewas,Madhya Pradesh + 4 more",51-200 Employees (India)
7271,International C...,3.9,(84 Reviews),Hyderabad/Secunderabad + 5 more,,1k-5k Employees (India),
7272,Baggit,3.4,(84 Reviews),Private,34 years old,"Mumbai,Maharashtra + 17 more",201-500 Employees (India)
7273,IQ City Medical ...,3.8,(84 Reviews),Private,11 years old,Durgapur,11-50 Employees (India)
7274,Liebherr Applian...,4.2,(84 Reviews),Private,74 years old,Aurangabad + 11 more,51-200 Employees (India)
7275,Mantra Softech,4.1,(84 Reviews),Private,17 years old,"Ahmedabad,Gujarat + 12 more",51-200 Employees (India)
7276,Brose India Auto...,4.2,(84 Reviews),Private,17 years old,Coburg,201-500 Employees (India)
7277,Zigma Technologi...,3.7,(84 Reviews),Private,19 years old,Chennai + 13 more,51-200 Employees (India)
7278,PKF Sridhar & Sa...,3.6,(84 Reviews),Chennai + 5 more,51-200 Employees (India),45 years old,
7279,Dhanlaxmi Bank,4,(84 Reviews),Public,96 years old,"Thrissur/Trichur,Kerala + 26 more",1k-5k Employees (India)
7280,Maven Wave Partn...,4.5,(84 Reviews),Private,15 years old,"Chicago,Illinois + 3 more",51-200 Employees (India)
7281,Centillion Solut...,3.9,(84 Reviews),Bengaluru + 27 more,51-200 Employees (India),17 years old,
7282,Sterling Softwar...,3.9,(84 Reviews),Private,27 years old,"Chennai,Tamil Nadu + 1 more",201-500 Employees (India)
7283,ICSIL,4.4,(84 Reviews),Public,39 years old,New Delhi,1-10 Employees (India)
7284,Mepro Pharmaceut...,4,(84 Reviews),Mumbai + 6 more,1k-5k Employees (India),41 years old,
7285,Delux Bearings,4.1,(84 Reviews),Mumbai + 8 more,501-1k Employees (India),67 years old,
7286,M Tech Innovatio...,3.4,(84 Reviews),Private,31 years old,"Pune,Maharashtra + 5 more",201-500 Employees (India)
7287,SecUR Credential...,3.1,(84 Reviews),Private,22 years old,Mumbai + 4 more,201-500 Employees (India)
7288,Doms Industries,3.8,(84 Reviews),Private,47 years old,"Vapi,Gujarat + 15 more",201-500 Employees (India)
7289,L&T Geostructure,4.4,(84 Reviews),Chennai + 14 more,,,
7290,Eka Software Sol...,3.5,(84 Reviews),Private,19 years old,"Bengaluru/Bangalore,Karnataka + 8 more",501-1k Employees (India)
7291,Auma,4.2,(84 Reviews),Private,59 years old,Muellheim + 6 more,201-500 Employees (India)
7292,Suntara Cosmetic...,3.6,(84 Reviews),Private,20 years old,"Ahmedabad,Gujarat + 4 more",501-1k Employees (India)
7293,ABB GISL,4.2,(84 Reviews),Bengaluru/Bangalore + 6 more,,1k-5k Employees (India),
7294,Northcorp Softwa...,4.3,(84 Reviews),Private,8 years old,"Gurgaon/Gurugram,Haryana + 4 more",51-200 Employees (India)
7295,Opus Consulting ...,4,(84 Reviews),Private,26 years old,Alpharetta + 8 more,501-1k Employees (India)
7296,ElringKlinger AG,4.2,(84 Reviews),Private,144 years old,Dettingen + 2 more,51-200 Employees (India)
7297,EY-Parthenon,3.6,(84 Reviews),Gurgaon/Gurugram + 9 more,,,
7298,Ola Foods,3.6,(84 Reviews),Bengaluru/Bangalore + 12 more,,1k-5k Employees (India),
7299,BetterPlace Sele...,4,(84 Reviews),Private,9 years old,"Bangalore/Bengaluru,Karnataka + 18 more",201-500 Employees (Global)
7300,Actalent Enginee...,3.7,(84 Reviews),Bengaluru/Bangalore + 3 more,,501-1k Employees (India),
7301,Apna,3.3,(84 Reviews),"Bangalore,Karnataka + 5 more",501-1k Employees (India),4 years old,
7302,QUADRANT RESOURC...,3.4,(84 Reviews),"Redmond,Washington + 2 more",,501-1k Employees (India),
7303,Drip Capital,4.2,(84 Reviews),Private,9 years old,"Palo Alto,California + 2 more",201-500 Employees (India)
7304,Acmegrade,3.5,(84 Reviews),Bengaluru/Bangalore + 1 more,,51-200 Employees (India),
7305,Indovance Inc,3.5,(84 Reviews),Private,20 years old,"Apex,North Carolina",201-500 Employees (India)
7306,TalentServe,2.4,(84 Reviews),Mumbai + 3 more,201-500 Employees (India),4 years old,
7307,VGM Consultants,3.8,(83 Reviews),Private,9 years old,"Kolkata,West Bengal + 17 more",501-1k Employees (India)
7308,Siemens Industry...,4.3,(83 Reviews),Private,25 years old,Plano + 6 more,10k-50k Employees (India)
7309,First Quantum Mi...,4.3,(83 Reviews),Private,40 years old,Vancouver,1-10 Employees (India)
7310,Kepler Healthcar...,3.3,(83 Reviews),Private,10 years old,"Ahmedabad,Gujarat + 23 more",51-200 Employees (India)
7311,West Coast Pharm...,3.3,(83 Reviews),Private,58 years old,Ahmedabad + 3 more,51-200 Employees (India)
7312,Sahyadri Farmers...,3.6,(83 Reviews),Private,13 years old,Nashik + 4 more,501-1k Employees (India)
7313,TPI Composites,4.2,(83 Reviews),Public,55 years old,"Scottsdale,Arizona + 2 more",501-1k Employees (India)
7314,Dhatsol IT Solut...,3.6,(83 Reviews),51-200 Employees (India),,,
7315,Drums Food Inter...,4.4,(83 Reviews),Private,16 years old,"Mumbai,Maharashtra + 13 more",51-200 Employees (India)
7316,Kyb Motorcycle S...,3.8,(83 Reviews),Private,104 years old,Tokyo + 6 more,51-200 Employees (India)
7317,Astec LifeScienc...,3.7,(83 Reviews),Public,29 years old,"Mumbai,Maharashtra + 3 more",201-500 Employees (India)
7318,Eben Telecom,3.6,(83 Reviews),Private,28 years old,Kochi + 3 more,501-1k Employees (India)
7319,Oaknorth Bank,3,(83 Reviews),Private,8 years old,"London,England + 1 more",51-200 Employees (India)
7320,Signutra,3.7,(83 Reviews),Wilmington + 12 more,51-200 Employees (India),33 years old,
7321,TPI Composites,4.2,(83 Reviews),Public,55 years old,"Scottsdale,Arizona + 2 more",501-1k Employees (India)
7322,TCI,4,(83 Reviews),Private,65 years old,"Gurgaon/Gurugram,Haryana + 21 more",
7323,Zinnov Managemen...,3.7,(83 Reviews),Private,21 years old,The Woodlands + 3 more,201-500 Employees (India)
7324,Nagravision,3.5,(83 Reviews),Private,16 years old,Cheseaux-sur-Lausanne + 3 more,201-500 Employees (India)
7325,Scaleneworks,3.7,(83 Reviews),LLP,13 years old,"Bangalore,Karnataka + 14 more",501-1k Employees (India)
7326,Ms Agarwal Found...,3.8,(83 Reviews),Secunderabad + 4 more,51-200 Employees (India),33 years old,
7327,Keltron,3.6,(83 Reviews),Public,50 years old,Thiruvananthapuram + 11 more,51-200 Employees (India)
7328,Kyb Motorcycle S...,3.8,(83 Reviews),Private,104 years old,Tokyo + 6 more,51-200 Employees (India)
7329,Varian Medical S...,4.2,(83 Reviews),Private,75 years old,"Palo Alto,California + 6 more",501-1k Employees (India)
7330,Valued Epistemic...,3.1,(83 Reviews),Private,15 years old,"Chennai,Tamil Nadu + 2 more",11-50 Employees (India)
7331,Firepro Systems,3.9,(83 Reviews),Private,31 years old,"Bangalore/Bengaluru,Karnataka + 10 more",1k-5k Employees (India)
7332,Komatsu,4.2,(83 Reviews),Private,102 years old,Tokyo + 12 more,201-500 Employees (India)
7333,Kirloskar Techno...,4.3,(83 Reviews),New Delhi + 17 more,51-200 Employees (India),30 years old,
7334,Hungama Digital ...,2.9,(83 Reviews),"Mumbai,Maharashtra + 6 more",501-1k Employees (India),24 years old,
7335,Eurolife Healthc...,3.7,(83 Reviews),Private,22 years old,"Mumbai,Maharashtra + 9 more",51-200 Employees (India)
7336,Ezeego One Trave...,3.7,(83 Reviews),"Mumbai,Maharashtra + 6 more",201-500 Employees (India),17 years old,
7337,Cameo Global,3.9,(83 Reviews),Private,18 years old,"Pleasanton,California + 1 more",201-500 Employees (India)
7338,Autohangar,4.2,(83 Reviews),Private,32 years old,Mumbai + 2 more,501-1k Employees (India)
7339,Fare Labs,3.4,(83 Reviews),Gurugram + 2 more,51-200 Employees (India),24 years old,
7340,Ace Pipeline Con...,4.3,(83 Reviews),Mumbai + 20 more,51-200 Employees (India),34 years old,
7341,Pride Purple Gro...,4.3,(83 Reviews),Private,23 years old,"Pune,Maharashtra + 1 more",201-500 Employees (India)
7342,Milestone Gears,3.8,(83 Reviews),Panchkula + 3 more,501-1k Employees (India),39 years old,
7343,New India Co-Op ...,3.4,(83 Reviews),Public,55 years old,Mumbai + 5 more,11-50 Employees (India)
7344,Eben Telecom,3.6,(83 Reviews),Private,28 years old,Kochi + 3 more,501-1k Employees (India)
7345,SNS College of E...,4.8,(83 Reviews),Private,201-500 Employees (India),Coimbatore,
7346,SPEC INDIA,4.6,(83 Reviews),Private,36 years old,"Ahmedabad,Gujarat + 1 more",201-500 Employees (India)
7347,Cachet Pharmaceu...,4.3,(83 Reviews),Private,45 years old,Mumbai + 15 more,201-500 Employees (India)
7348,Ddrc Srl Diagnos...,3.6,(83 Reviews),Private,40 years old,"Ernakulam,Kerala + 11 more",1k-5k Employees (India)
7349,Hbk Contracting ...,4.5,(83 Reviews),Private,53 years old,Doha + 3 more,10k-50k Employees (India)
7350,@home,4.1,(83 Reviews),Private,18 years old,Mumbai + 22 more,501-1k Employees (Global)
7351,Prometric Testin...,3.5,(83 Reviews),Private,33 years old,"Baltimore,Maryland + 9 more",11-50 Employees (India)
7352,Ms Agarwal Found...,3.8,(83 Reviews),Secunderabad + 4 more,51-200 Employees (India),33 years old,
7353,Ezeego One Trave...,3.7,(83 Reviews),"Mumbai,Maharashtra + 6 more",201-500 Employees (India),17 years old,
7354,Qd-sbg Construct...,4.7,(83 Reviews),Sole proprietorship,13 years old,Doha + 2 more,51-200 Employees (India)
7355,Jawed Habib Hair...,4.1,(83 Reviews),Public,17 years old,"Mumbai,Maharashtra + 22 more",1k-5k Employees (India)
7356,Autocal Solution...,3.2,(83 Reviews),Private,21 years old,Palghar + 12 more,51-200 Employees (India)
7357,Acrysil,3.9,(83 Reviews),Public,36 years old,"Bhavnagar,Gujrat + 5 more",201-500 Employees (India)
7358,Ddrc Srl Diagnos...,3.6,(83 Reviews),Private,40 years old,"Ernakulam,Kerala + 11 more",1k-5k Employees (India)
7359,Cachet Pharmaceu...,4.3,(83 Reviews),Private,45 years old,Mumbai + 15 more,201-500 Employees (India)
7360,Kirloskar Techno...,4.3,(83 Reviews),New Delhi + 17 more,51-200 Employees (India),30 years old,
7361,Hipower Support ...,2.9,(83 Reviews),Private,9 years old,Bengaluru,1k-5k Employees (Global)
7362,Deoleo,4.1,(83 Reviews),Private,33 years old,"Rivas Vaciamadrid,Madrid + 18 more",51-200 Employees (India)
7363,Oaknorth Bank,3,(83 Reviews),Private,8 years old,"London,England + 1 more",51-200 Employees (India)
7364,Signutra,3.7,(83 Reviews),Wilmington + 12 more,51-200 Employees (India),33 years old,
7365,Hospital Chemist,4,(83 Reviews),Mumbai + 38 more,,,
7366,Chubb Group,3.9,(83 Reviews),Zurich + 1 more,501-1k Employees (India),38 years old,
7367,Ambuja Cement Fo...,4.3,(83 Reviews),Mumbai + 31 more,51-200 Employees (India),30 years old,
7368,Teqtous Inc,5,(83 Reviews),Bengaluru/Bangalore + 1 more,,11-50 Employees (India),
7369,Ashv Finance,4.4,(83 Reviews),Mumbai + 22 more,,51-200 Employees (India),
7370,Open Company,3.1,(83 Reviews),"Bangalore,Karnataka + 8 more",201-500 Employees (India),6 years old,
7371,Ola cars,3.3,(83 Reviews),Jaipur + 22 more,,501-1k Employees (India),
7372,Pixon Energy,4,(83 Reviews),Rajkot + 4 more,,51-200 Employees (India),
7373,Alco Foods,4,(83 Reviews),Raipur + 10 more,,10k-50k Employees (India),
7374,Luna Technologie...,4.2,(83 Reviews),Private,43 years old,"Mumbai,Maharashtra + 6 more",201-500 Employees (India)
7375,Byju's Future Sc...,3.4,(83 Reviews),Bengaluru/Bangalore + 14 more,,10k-50k Employees (India),
7376,Unity Small Fina...,3.9,(83 Reviews),"Mumbai,Maharashtra + 27 more",,1k-5k Employees (India),
7377,Monomark Enginee...,4.1,(82 Reviews),Chittorgarh + 11 more,1k-5k Employees (India),38 years old,
7378,Graviti Pharmace...,3.6,(82 Reviews),"Hyderabad,Telangana + 1 more",5k-10k Employees (India),11 years old,
7379,Voltech Hr Servi...,3.8,(82 Reviews),Private,9 years old,"Chennai,Tamil Nadu + 22 more",201-500 Employees (India)
